id,username,text,datetime,img_src,likes,entities
-RS7Pbw8x-,l_d_f_official,Did you see Curiosity Cloud at the@vamuseumduring#LDF15?Austrian design duo mischer'traxler collaborated with@perrierjouetand@L_D_F_Officialto create an interactive installation made up of 250 mouth-blown glass globes with handmade insects inside.#design#glass#installation#TBTImage by Ed Reeve@editphoto,2015-11-19T14:45:55.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11371120_1675921559321027_424595473_n.jpg?ig_cache_key=MTEyMTc2MTAxODA1MDIzNTUxOA%3D%3D.2,622,@vamuseum #ldf15 @perrierjouet @l_d_f_official #design #glass #installation #tbt @editphoto
-OyffSQ820,l_d_f_official,#LDF15saw Ten Designers in the West Wing at Somerset House. Including a collaboration between Luca Nichetto and Hem on the modular Alphabeta lamp.#Design#Lighting#Sound#Music#London@somersethouselondon@lucanichetto@hem,2015-11-18T15:24:02.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c177.0.725.725/12231079_1635831866670612_1089800377_n.jpg?ig_cache_key=MTEyMTA1NTQyMzQ4MzU5NjIxMg%3D%3D.2.c,326,#ldf15 #design #lighting #sound #music #london @somersethouselondon @lucanichetto @hem
-MTE3Fw84F,l_d_f_official,As part of the Brixton Design Trail  architects Squire and Partners created Brixton Street Gallery  featuring ten original canvases created for the Brixton community by local designers. The Gallery also launched a bespoke Brixton print by Eley Kishimoto  to adorn the pavement during#LDF15.#BrixtonDesignTrail#Design#Art#Print#Graphic#Installation#Brixton@eleykishimoto1#squireandpartners,2015-11-17T16:11:02.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c180.0.719.719/12256629_496552713852850_247775495_n.jpg?ig_cache_key=MTEyMDM1NDMwNDIyMjU0NzQ2MQ%3D%3D.2.c,368,#ldf15 #brixtondesigntrail #design #art #print #graphic #installation #brixton @eleykishimoto1 #squireandpartners
-MHTsHw8zA,l_d_f_official,Matter of Stuff celebrated a selection of European designers at The Hospital Club during this year's London Design Festival.#LDF15#Design#Festival#Glass#Exhibition@matterofstuff@thehospitalclub,2015-11-17T14:28:12.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c180.0.720.720/12237398_125876277776190_346308423_n.jpg?ig_cache_key=MTEyMDMwMjU0NjY3ODk1OTI5Ng%3D%3D.2.c,539,#ldf15 #design #festival #glass #exhibition @matterofstuff @thehospitalclub
9tUKM0Q83r,l_d_f_official,Latest@voguelivingissue looks back at the highlights  trends and personalities from#LDF15.Including:Zotem by@Kimthomein partnership with@swarovski(pictured left) and The Cloakroom by#fayetoogood(pictured right) at@vamuseum@pinch_london@leebroom@designersguild@terencewoodgatelighting@theconranshoplondon@19greekstreet@reikokanekoltd@tomdixonstudio@madebybenchmark@1882ltd@se_collections@nedflex@arik_levy#TabanlioğluArchitects#vogue#Australia#design#fashion#lighting#product,2015-11-05T15:24:03.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/11352011_436429183218348_537428864_n.jpg?ig_cache_key=MTExMTYzMzM0NDkxNzEzMDczMQ%3D%3D.2,262,@vogueliving #ldf15 @kimthome @swarovski #fayetoogood @vamuseum @pinch_london @leebroom @designersguild @terencewoodgatelighting @theconranshoplondon @19greekstreet @reikokanekoltd @tomdixonstudio @madebybenchmark @1882ltd @se_collections @nedflex @arik_levy #tabanlioğluarchitects #vogue #australia #design #fashion #lighting #product
9EBBKCQ80l,l_d_f_official,The Potters coat from The Cloakroom installation by@toogood_unisexouterwear@vamuseum・・・#Repost@1882ltdThe Potters Coat...#1882ltd#fayetoogood#ceramics#l_d_f_official#cloakroom#fashion#design#pottery#coat,2015-10-20T14:27:55.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12106269_824943314270411_1617074326_n.jpg?ig_cache_key=MTEwMDAwODY4NjUyNjY0NzU4OQ%3D%3D.2,312,@toogood_unisexouterwear @vamuseum #repost @1882ltd #1882ltd #fayetoogood #ceramics #l_d_f_official #cloakroom #fashion #design #pottery #coat
80NYGjQ89M,l_d_f_official,Specimen Series: Basin  Apartment A  348 West 22nd Street  New York  NY10011  USA 2015 by Do-Ho Suh@victoriamirogallery@friezeartfair#Frieze#friezeartfair#friezelondon,2015-10-14T11:08:04.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12071035_181111438894884_1066277632_n.jpg?ig_cache_key=MTA5NTU1OTQ0MDI2NDA1NjY1Mg%3D%3D.2,590,@victoriamirogallery @friezeartfair #frieze #friezeartfair #friezelondon
8vHFlTw8_l,l_d_f_official,Announcing the winner of our#DesignTakesLondoncompetition with@montblanc-@sugarrockerinwho has won a Montblanc M designed by Marc Newson ・・・#Repost- My entry for the#DesignTakesLondon#ldf15#Mdesigninspiressketch competition@l_d_f_official@montblanc. Includes#MexicoPavilion #towerofbabel #miseenabyme #oghamwall #curiousitycloud #thecloakroom #unitednudeand#transportforlondon#illustration#sketching#ink,2015-10-12T11:36:54.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12070967_1484274408568285_14766190_n.jpg?ig_cache_key=MTA5NDEyNDQwNDQ1NzMyODYxMw%3D%3D.2,253,#designtakeslondon @montblanc @sugarrockerin #repost #designtakeslondon #ldf15 #mdesigninspires @l_d_f_official @montblanc #mexicopavilion #towerofbabel #miseenabyme #oghamwall #curiousitycloud #thecloakroom #unitednude #transportforlondon #illustration #sketching #ink
8snTGzw8-Y,l_d_f_official,Visit@craftyfoxmarketin Peckham today until 5pm to see 50 traders  creative workshops and DJs!Find out more at craftyfoxmarket.co.ukCLF Art Cafe  The Bussey Building  133 Rye Lane  Peckham  SE15 4ST#BusseyBuilding#Peckham#Creative#craftyfoxmarket,2015-10-11T12:20:39.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1079.1079/12142438_1483890558580967_1154128172_n.jpg?ig_cache_key=MTA5MzQyMTY0NjMzOTEwMDU2OA%3D%3D.2.c,383,@craftyfoxmarket #busseybuilding #peckham #creative #craftyfoxmarket
8n0L3NQ81Y,l_d_f_official,Multiplex by@tomdixonstudio@theofficialselfridges#LDF15#MULTIPLEX,2015-10-09T15:37:03.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12063196_523771341106484_938455338_n.jpg?ig_cache_key=MTA5MjA3MDk0ODI3MTgwMzczNg%3D%3D.2,369,@tomdixonstudio @theofficialselfridges #ldf15 #multiplex
8fzoOxQ83_,l_d_f_official,#Repost@disegnodaily・・・The Ogham Wall by Grafton Architects and Graphic Relief: three dimensionalising an Early Medieval script disegnodaily.com@irishdesign2015@vamuseum#LDF15,2015-10-06T12:58:16.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12144285_177688865902205_1953324679_n.jpg?ig_cache_key=MTA4OTgxNjY5OTg1Njk5Nzg4Nw%3D%3D.2,274,#repost @disegnodaily @irishdesign2015 @vamuseum #ldf15
8eIIvnw84i,l_d_f_official,#Repost@lippincottbrand・・・Thanks to everyone who visited us at the@DesignMuseumover the past two weeks. We're sad to see the curtain close but know there will be more to come. Stay tuned...#brandslikeme@designmuseum#ldf15@l_d_f_official,2015-10-05T21:18:59.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12139593_172815159723461_1835352376_n.jpg?ig_cache_key=MTA4OTM0Mzk0NTEzMTE1MDg4Mg%3D%3D.2,196,#repost @lippincottbrand @designmuseum #brandslikeme @designmuseum #ldf15 @l_d_f_official
8bVcM9Q86c,l_d_f_official,Another fantastic sketch for our@montblanccompetition from@colourliving#RepostLast day to submit your sketch for the chance to win a limited edition Montblanc M fountain pen designed by Apple Watch designer Marc Newson!How to enter:1. Draw something that represents 'Design Takes London'. This can be anything that inspired you during the Festival.2. Follow@l_d_f_officialand@montblancon Instagram3. Take a picture of your sketch  upload it on Instagram and tag@l_d_f_officialand@montblancin the image.4. In the comments field  add a title to your image followed by the hashtags#DesignTakesLondon #LDF15and#MDesignInspiresThe competition closes 4 October 2015.Terms and Conditions:londondesignfestival.com/competition#LDF15#Montblanc#Drawing#Sketch#Competition#win#fountainpen#pen#MarcNewson#Applewatch#London#Design#Festival,2015-10-04T19:17:31.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12093806_885082698244233_1304966539_n.jpg?ig_cache_key=MTA4ODU1ODAzMTk3NDk0NDQxMg%3D%3D.2,554,@montblanc @colourliving #repost @l_d_f_official @montblanc @l_d_f_official @montblanc #designtakeslondon #ldf15 #mdesigninspires #ldf15 #montblanc #drawing #sketch #competition #win #fountainpen #pen #marcnewson #applewatch #london #design #festival
8V12Cvw82q,l_d_f_official,One of the great entries to our@montblanccompetition closing sunday 4 October!londondesignfestival.com/competition#LDF15,2015-10-02T16:05:13.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12120257_151981878482506_1016258703_n.jpg?ig_cache_key=MTA4NzAxMTY5NTM0NTUyMDA0Mg%3D%3D.2,257,@montblanc #ldf15
8TR2Dkw86Z,l_d_f_official,Only four days left to submit your sketch for the chance to win a limited edition Montblanc M fountain pen designed by Apple Watch designer Marc Newson!How to enter:1. Draw something that represents 'Design Takes London'. This can be anything that inspired you during the Festival.2. Follow@l_d_f_officialand@montblancon Instagram3. Take a picture of your sketch  upload it on Instagram and tag@l_d_f_officialand@montblancin the image.4. In the comments field  add a title to your image followed by the hashtags#DesignTakesLondon #LDF15and#MDesignInspiresThe competition closes 4 October 2015.Terms and Conditions:londondesignfestival.com/competition#LDF15#Montblanc#Drawing#Sketch#Competition#win#fountainpen#pen#MarcNewson#Applewatch#London#Design#Festival,2015-10-01T16:12:10.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/11875418_1478012892502395_2017952759_n.jpg?ig_cache_key=MTA4NjI5MDQxNjYwNjg5MTY3Mw%3D%3D.2,159,@l_d_f_official @montblanc @l_d_f_official @montblanc #designtakeslondon #ldf15 #mdesigninspires #ldf15 #montblanc #drawing #sketch #competition #win #fountainpen #pen #marcnewson #applewatch #london #design #festival
8QFcfYw8_X,l_d_f_official,Pleasure Garden@bcaheritageis open for another two weeks!For this installation  Brixton based design studio@2mzdesignhas drawn inspiration from Black Cultural Archives’ forthcoming exhibition  Black Georgians: The Shock of the Familiar which opens on 9 October.#PleasureGarden#installation#brixtondt#Brixton#LDF15,2015-09-30T10:26:06.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/12070683_928782870512239_1892912383_n.jpg?ig_cache_key=MTA4NTM5MTQ1ODI3NTY3NjExOQ%3D%3D.2,1051,@bcaheritage @2mzdesign #pleasuregarden #installation #brixtondt #brixton #ldf15
8IspmgQ843,l_d_f_official,@camillabarnardat@designersblock#ldf15#banksidedesigndistrict,2015-09-27T13:34:45.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11939385_438491679668661_1454211511_n.jpg?ig_cache_key=MTA4MzMxMjA4MzI3MTE0Mjk2Nw%3D%3D.2,183,@camillabarnard @designersblock #ldf15 #banksidedesigndistrict
8IseNDw84h,l_d_f_official,Hello London from The Grafiosi  New Delhi based studio of Art + Design and Origin One#ldf15@designersblock#banksidedesigndistrict,2015-09-27T13:33:12.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11262907_918675508198763_2120795388_n.jpg?ig_cache_key=MTA4MzMxMTMwMDAzNTIwMjU5Mw%3D%3D.2,195,#ldf15 @designersblock #banksidedesigndistrict
8Iq1tdw80n,l_d_f_official,Knitted Textiles by Catherine Macgruer at@designersblock#banksidedesigndistrict#ldf15@catherinemacgruerknit,2015-09-27T13:18:56.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11899733_901840519902520_1036488242_n.jpg?ig_cache_key=MTA4MzMwNDExOTI4NjA5MTA0Nw%3D%3D.2,280,@designersblock #banksidedesigndistrict #ldf15 @catherinemacgruerknit
8IpXuaw8xA,l_d_f_official,My Grandfather's Tree by Max Lamb@somersethouselondon#LDF15,2015-09-27T13:06:06.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12071181_1874112589481233_424868802_n.jpg?ig_cache_key=MTA4MzI5NzY2MDY3ODY4NzgwOA%3D%3D.2,318,@somersethouselondon #ldf15
8IpVKYQ8w3,l_d_f_official,Final day of#ldf15with events across OXO Tower Wharf and Gabriel's Wharf today!#banksidedesigndistrict,2015-09-27T13:05:45.000Z,https://scontent.cdninstagram.com/l/t51.2885-15/s640x640/sh0.08/e35/11374303_180010868999408_212210342_n.jpg?ig_cache_key=MTA4MzI5NzQ4NDU0MzA4NTYyMw%3D%3D.2,133,#ldf15 #banksidedesigndistrict
8In5ePw89j,l_d_f_official,Natsumi Aragaki  Discussion through debris for UCA@OXO at Gallery@OXO Tower Wharf#ldf15@unicreativearts#banksidedesigndistrict,2015-09-27T12:53:14.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11875570_1475296336109871_1249766035_n.jpg?ig_cache_key=MTA4MzI5MTE4MzY4MzQ1Njg2Nw%3D%3D.2,194,#ldf15 @unicreativearts #banksidedesigndistrict
8InK8FQ873,l_d_f_official,Serif TV by@ronanerwanbouroullec#LDF15#Samsung#SerifTV,2015-09-27T12:46:52.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11939349_538478442970513_1730299007_n.jpg?ig_cache_key=MTA4MzI4Nzk4NTkwNDE0NDExOQ%3D%3D.2,148,@ronanerwanbouroullec #ldf15 #samsung #seriftv
8IkaXKQ81v,l_d_f_official,#Repost@fininstlondon・・・Perfect post-lunch activity#wonderfinland#worlshops#kidsevent#design#ldf15,2015-09-27T12:22:46.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11850070_1638050013104154_2096823639_n.jpg?ig_cache_key=MTA4MzI3NTg1MTYzMTY3Njc4Mw%3D%3D.2,169,#repost @fininstlondon #wonderfinland #worlshops #kidsevent #design #ldf15
8Ij6K2w80q,l_d_f_official,#WordbyWord#PoweredByTweetsexhibition@somersethouselondon#LDF15Each word of#aliceinwonderlandis 'released' by Twitter in real time. As a tweet appears somewhere in the world containing the next word of the book  so Word by Word will release the book's next word  until the entire book has been revealed.,2015-09-27T12:18:22.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11910533_420993141425926_1194205741_n.jpg?ig_cache_key=MTA4MzI3MzYzOTM5NjM2MzU2Mg%3D%3D.2,144,#wordbyword #poweredbytweets @somersethouselondon #ldf15 #aliceinwonderland
8IgOCvQ89T,l_d_f_official,Transition; WarmWet by Arik Levy &amp; Tabanlioglu Architects@somersethouselondon#LDF15,2015-09-27T11:46:08.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11899713_1659013571040601_1757699727_n.jpg?ig_cache_key=MTA4MzI1NzQxMjg4NDA5MDcwNw%3D%3D.2,359,@somersethouselondon #ldf15
8IUx5IQ86V,l_d_f_official,"#Repost@culture_pl・・・'Nightingale' the newest pieces by@mariajeglinska! -- LAST DAY of the""What Goes Behind... Contemporary Polish Ceramic Design"" exhibition at@tentlondonduring the@l_d_f_official! Be there!!!#WhatGoesBehind#culturePL#PolskaDesign#LDF15#TentLondon#CmielowDesignStudio#Cmielow#beads#ceramics#Polish#design",2015-09-27T10:06:10.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11887037_899979440076189_510968431_n.jpg?ig_cache_key=MTA4MzIwNzA5OTkwOTEzMTkyNQ%3D%3D.2,188,#repost @culture_pl @mariajeglinska @tentlondon @l_d_f_official #whatgoesbehind #culturepl #polskadesign #ldf15 #tentlondon #cmielowdesignstudio #cmielow #beads #ceramics #polish #design
8GzjlPw84k,l_d_f_official,Constancy and Change in Korean Craft at@tentlondon#ldf15,2015-09-26T19:56:37.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11856787_1502812450035737_120076547_n.jpg?ig_cache_key=MTA4Mjc3OTUwNTk3NTg3MzA2MA%3D%3D.2,320,@tentlondon #ldf15
8GzEhlQ83Z,l_d_f_official,@_concretejunglesstand at@tentlondon#ldf15,2015-09-26T19:52:22.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11909412_931211203581607_556174356_n.jpg?ig_cache_key=MTA4Mjc3NzM3MTczNzgzNzAxNw%3D%3D.2,225,@_concretejungles @tentlondon #ldf15
8Gywyxw82x,l_d_f_official,@100percentnorwayat@tentlondon#ldf15Last day to visit tomorrow!,2015-09-26T19:49:41.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11379962_1607111232886052_384962684_n.jpg?ig_cache_key=MTA4Mjc3NjAxNTgxMTYyODQ2NQ%3D%3D.2,149,@100percentnorway @tentlondon #ldf15
8GyXE9Q811,l_d_f_official,#Repost@craftyfoxmarketOpen tomorrow 11am-5pm・・・Hand painted sign by@moludesigns- visit us today &amp; tomorrow@_kachette#Shoreditch. Part of@l_d_f_official- showcasing a super talented array of designer/makers#handmade#londonforfree#ldf15#craftyfoxmarket,2015-09-26T19:46:10.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11910068_1643805875892217_1764624980_n.jpg?ig_cache_key=MTA4Mjc3NDI0ODYyNTUyNDA4NQ%3D%3D.2,102,#repost @craftyfoxmarket @moludesigns @_kachette #shoreditch @l_d_f_official #handmade #londonforfree #ldf15 #craftyfoxmarket
8Gx6LTQ80l,l_d_f_official,#Repost@iamacrylic・・・What a super lovely day at@craftyfoxmarket😊😊 And the day was made even more fantastic when Viktorija@andsmilestudiopresented me with my very own portrait she'd done as a warm up when we were all setting up! So thrilled!! 🙌🙌#andsmilestudio#craftyfoxmarket#ldf15,2015-09-26T19:42:13.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11910399_1708731716014926_960762185_n.jpg?ig_cache_key=MTA4Mjc3MjI2MjU3MjI0ODM1Nw%3D%3D.2,106,#repost @iamacrylic @craftyfoxmarket @andsmilestudio #andsmilestudio #craftyfoxmarket #ldf15
8Gc8EqQ85N,l_d_f_official,Wooden underground station by@camillabarnard@thedesignjunction#LDF15#TFL,2015-09-26T16:38:59.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11925844_1629997053935261_427467739_n.jpg?ig_cache_key=MTA4MjY4MDAzMzkwNDE1MjE0MQ%3D%3D.2,181,@camillabarnard @thedesignjunction #ldf15 #tfl
8GaNR_Q8xn,l_d_f_official,The Gem Room@thedesignjunctionLaufen in collaboration w/@studioappetit,2015-09-26T16:15:07.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11875313_418824308313169_1152374499_n.jpg?ig_cache_key=MTA4MjY2ODAyMjMwNjY4ODEwMw%3D%3D.2,266,@thedesignjunction @studioappetit
8GYEdnw88g,l_d_f_official,Repost@punktdesignTomorrow's your last chance to see the Punkt's lovely showroom and phone in London.#technology_tamed#MP01#somersethouse@l_d_f_official#LDF15#jaspermorrison#design#disconnect#igersdesign#igerslondon#lookup#lookaround#designaddicted,2015-09-26T15:56:26.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11910427_1199388450087889_207389339_n.jpg?ig_cache_key=MTA4MjY1ODYyMDIyOTAxMzI4MA%3D%3D.2,177,@punktdesign #technology_tamed #mp01 #somersethouse @l_d_f_official #ldf15 #jaspermorrison #design #disconnect #igersdesign #igerslondon #lookup #lookaround #designaddicted
8GTt9Lw8xE,l_d_f_official,Rochester by Michael Anastassiades for Sofa in Sight by@scpltd@shoreditchdt#LDF15,2015-09-26T15:18:25.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11925849_1482187245441469_597713285_n.jpg?ig_cache_key=MTA4MjYzOTQ4MTM4NDk3OTUyNA%3D%3D.2,251,@scpltd @shoreditchdt #ldf15
8GTMOvw8_0,l_d_f_official,#TheDeadgoodLibraryby@deadgoodltd@shoreditchdt#LDF15,2015-09-26T15:13:48.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1080.1080/11849937_1501561886833254_672477146_n.jpg?ig_cache_key=MTA4MjYzNzE2Mzc4MDM2MjIyOA%3D%3D.2.c,246,#thedeadgoodlibrary @deadgoodltd @shoreditchdt #ldf15
8GSjNxQ8-P,l_d_f_official,The Flower Shop by@leebroom@shoreditchdt#LDF15#broominbloom,2015-09-26T15:08:12.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.135.1080.1080/11925878_1049397991738535_1120312460_n.jpg?ig_cache_key=MTA4MjYzNDM0NTIzMzIzOTk1MQ%3D%3D.2.c,186,@leebroom @shoreditchdt #ldf15 #broominbloom
8GR3pQQ88e,l_d_f_official,The Erosional Remnant made from jesmonite by Hilda Hellstrom.#ReadyMadeGoin Hoi Polloi at@acehotelpresented by#ModernDesignReview#LDF15@shoreditchdt,2015-09-26T15:02:15.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11326092_1153480847999203_305572023_n.jpg?ig_cache_key=MTA4MjYzMTM1MTA4NzM4NjM5OA%3D%3D.2,180,#readymadego @acehotel #moderndesignreview #ldf15 @shoreditchdt
8GD33DQ8-L,l_d_f_official,Last two days of RE-INVENTING SHOES@unitednude_londonFloral St Flagship,2015-09-26T12:59:57.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11931188_1642809792663332_326745210_n.jpg?ig_cache_key=MTA4MjU2OTc5MzI1MDUxMjc3OQ%3D%3D.2,133,@unitednude_london
8F-_ahw8zt,l_d_f_official,A led tour of the Timeless Design exhibition@harrodsbegins at 3pm today. Visitors should meet at the Timeless Design Exhibition on the Third Floor.#LDF15#HarrodsLDF,2015-09-26T12:17:18.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11950674_804701246305599_1533215961_n.jpg?ig_cache_key=MTA4MjU0ODMyMjE0Njk2MjY2OQ%3D%3D.2,170,@harrods #ldf15 #harrodsldf
8F8Q7Jw8-b,l_d_f_official,Repost@fieramagazineSophie Southgate@designersblock#LDF15,2015-09-26T11:53:28.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11420725_1070640622949116_1572635742_n.jpg?ig_cache_key=MTA4MjUzNjMzMTI2OTM2MTU2Mw%3D%3D.2,343,@fieramagazine @designersblock #ldf15
8F7zUgQ89N,l_d_f_official,Repost@henrybourne1Congratulations to the legendary film production designer Sir Ken Adam for his Lifetime Achievement Award at@l_d_f_official@somersethouselondonthis week. My photograph of Sir Ken Adam in 2012 part of the National Portrait Gallery London photography collection @nationalportraitgallerySir#KenAdam #LDF15#DrStrangelove#Goldfinger#JamesBond#nationalportraitgallery#henrybourne,2015-09-26T11:49:26.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/10358345_843278515785123_1307768920_n.jpg?ig_cache_key=MTA4MjUzNDI5NjkwNjA5MjM2NQ%3D%3D.2,113,@henrybourne1 @l_d_f_official @somersethouselondon @nationalportraitgallery #kenadam #ldf15 #drstrangelove #goldfinger #jamesbond #nationalportraitgallery #henrybourne
8F7nKJQ887,l_d_f_official,Repost@samuel_wilkinsonThe Ommatidium is finally finished (apart from lights / next week)  the sun is out and all is good in Shoreditch.#ldf15#ldf2015#shoreditchdesigntriangle#icondesigntrail#urbanart#design,2015-09-26T11:47:46.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/10843728_853862244728583_910617140_n.jpg?ig_cache_key=MTA4MjUzMzQ2MTE0OTA3NzMwNw%3D%3D.2,161,@samuel_wilkinson #ldf15 #ldf2015 #shoreditchdesigntriangle #icondesigntrail #urbanart #design
8F7ZzVQ88h,l_d_f_official,Repost@establishedandsonsLDF15 The sun is shining in London Town  don't forget to visit our Stack-Up exhibition by Raw-Edges if you are in Shoreditch or Islington this weekend. We're open 10am - 5pm Location 5-7 Wenlock Rd  N1 7SL#establishedandsons#stackup#stack#rawedges#ldf15#design#colour#shoreditch#london#weekend#exhibition,2015-09-26T11:45:57.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11326098_1503453419947459_1893963690_n.jpg?ig_cache_key=MTA4MjUzMjU0MzMwMTE0NDM1Mw%3D%3D.2,187,@establishedandsons #establishedandsons #stackup #stack #rawedges #ldf15 #design #colour #shoreditch #london #weekend #exhibition
8F62UvQ87c,l_d_f_official,Ten Designers in the West Wing@SomersetHouseLondon: Ross Lovegrove with@kef_audio: The convergence of Art  Design and Technology.Photo@misstinahillier#LDF15#Art#Design#Technology#RossLovegrove#SomersetHouse,2015-09-26T11:41:06.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/11849459_180846465582605_1198403743_n.jpg?ig_cache_key=MTA4MjUzMDEwNTI2OTY2OTU5Ng%3D%3D.2,221,@somersethouselondon @kef_audio @misstinahillier #ldf15 #art #design #technology #rosslovegrove #somersethouse
8F6e9Mw86x,l_d_f_official,Samsung Serif TV by@RonanErwanBouroullec@somersethouselondonPhoto@misstinahillier#LDF15#seriftv#samsung,2015-09-26T11:37:55.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/11939599_1643401582607328_1646822087_n.jpg?ig_cache_key=MTA4MjUyODQ5OTQ0NjgyODcyMQ%3D%3D.2,205,@ronanerwanbouroullec @somersethouselondon @misstinahillier #ldf15 #seriftv #samsung
8F57OFw86E,l_d_f_official,#Poweredbytweetsexhibition@SomersetHouseLondonOn show until tomorrow!Photo@misstinahillier,2015-09-26T11:33:02.000Z,https://scontent.cdninstagram.com/t51.2885-15/e35/10919630_1388561564776648_1863199139_n.jpg?ig_cache_key=MTA4MjUyNjA0MzY4MTgzNjY3Ng%3D%3D.2,156,#poweredbytweets @somersethouselondon @misstinahillier
8F5oQvw85g,l_d_f_official,Repost@sonosLondoners  music lovers  design devotees -#SonosStudiohas arrived in London. Stop by: studio.sonos.com,2015-09-26T11:30:26.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12063153_168856723456173_1820709236_n.jpg?ig_cache_key=MTA4MjUyNDc0MDg2MzkwNTM3Ng%3D%3D.2,192,@sonos #sonosstudio
8F5hW8w85P,l_d_f_official,Repost@darkroom_londonIn central London today? Why not check out our@l_d_f_officialinstallation at@theofficialselfridges- We're celebrating our 5th birthday with 5 specially designed collections.#selfridgesxldf#darkroom5#darkroomselfridges,2015-09-26T11:29:30.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11351917_769400683186215_3382448_n.jpg?ig_cache_key=MTA4MjUyNDI2NjQ4ODEyMjk1OQ%3D%3D.2,157,@darkroom_london @l_d_f_official @theofficialselfridges #selfridgesxldf #darkroom5 #darkroomselfridges
8Fwqt8w85c,l_d_f_official,"Repost@stowerkstattThe epicentre of the exhibition designed by Jürgen Mayer H.  which consists of an abstract hand-shaped sculpture formed using traditional Black Forest ""Bollenputz"". Please find more information about the exhibition and the Werkstatt by the links here: http://werkstatt.sto.com/en/what-s-on/news-detailview_35520.html#Hands_on#installation#ldf15#londondesignfestival2015#architecturelovers#architecture#jmayerh",2015-09-26T10:12:08.000Z,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11848928_783806575078624_302266817_n.jpg?ig_cache_key=MTA4MjQ4NTMyNzI0MDg3NTYxMg%3D%3D.2,192,@stowerkstatt #hands_on #installation #ldf15 #londondesignfestival2015 #architecturelovers #architecture #jmayerh
